id_cliente,genero,idoso,tem_parceiro,tem_dependentes,meses_na_empresa,servico_telefone,multiplas_linhas,servico_internet,servico_seguranca,servico_backup,servico_protecao_equipamento,servico_suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,forma_pagamento,valor_mensal,total_gasto,churn
0867-MKZVY,Feminino,Não,Sim,Não,20,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto,82.4,1592.35,Sim
4482-EWFMI,Feminino,Não,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.7,135.2,Não
4648-YPBTM,Masculino,Não,Não,Não,53,Sim,Sim,DSL,Não,Sim,Sim,Sim,Não,Sim,Bianual,Sim,Transferencia,73.9,3958.25,Não
2907-ILJBN,Feminino,Não,Sim,Sim,11,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.6,233.9,Não
6345-FZOQH,Masculino,Não,Sim,Não,69,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.9,1363.45,Não
3376-BMGFE,Feminino,Não,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferencia,70.9,273.0,Sim
5997-OPVFA,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,89.05,6254.45,Não
3445-HXXGF,Masculino,Sim,Sim,Não,58,Não,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Boleto,45.3,2651.2,Sim
1159-WFSGR,Feminino,Não,Sim,Sim,16,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,20.4,321.4,Não
7654-YWJUF,Masculino,Não,Sim,Não,43,Sim,Não,Fibra optica,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,Transferencia,84.25,3539.25,Não
1875-QIVME,Feminino,Não,Sim,Não,2,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,104.4,242.8,Sim
6727-IOTLZ,Masculino,Não,Sim,Não,14,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cheque,81.95,1181.75,Não
0691-JVSYA,Feminino,Não,Sim,Não,53,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferencia,94.85,5000.2,Sim
5918-VUKWP,Feminino,Não,Não,Não,32,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Transferencia,20.55,654.55,Não
1744-JHKYS,Feminino,Não,Sim,Não,34,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,24.7,780.2,Não
2656-FMOKZ,Feminino,Sim,Não,Não,15,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,74.45,1145.7,Sim
2070-FNEXE,Feminino,Sim,Não,Não,7,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,76.45,503.6,Sim
5947-SGKCL,Feminino,Não,Sim,Sim,15,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferencia,105.35,1559.25,Não
3712-PKXZA,Masculino,Não,Sim,Não,61,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartao de credito,20.55,1252.0,Não
6317-YPKDH,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transferencia,29.95,29.95,Sim
6582-OIVSP,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,45.3,45.3,Não
9367-WXLCH,Masculino,Não,Não,Não,8,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Transferencia,84.5,662.65,Sim
5524-KHNJP,Masculino,Não,Sim,Sim,33,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Não,Cartao de credito,74.75,2453.3,Não
1918-ZBFQJ,Feminino,Não,Não,Não,13,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Boleto,79.25,1111.65,Sim
1024-GUALD,Feminino,Não,Sim,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,24.8,24.8,Sim
4827-USJHP,Masculino,Não,Não,Não,20,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque,51.8,1023.85,Não
8167-GJLRN,Masculino,Não,Não,Não,3,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Boleto,30.4,82.15,Não
0956-SYCWG,Feminino,Não,Não,Não,13,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Boleto,19.65,244.8,Não
8017-UVSZU,Feminino,Não,Sim,Não,40,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartao de credito,56.6,2379.1,Não
7100-FQPRV,Masculino,Não,Sim,Sim,43,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,Cartao de credito,71.9,3173.35,Não
2472-OVKUP,Masculino,Não,Sim,Não,6,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Boleto,91.0,531.0,Sim
2984-RGEYA,Feminino,Não,Sim,Sim,69,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.75,1375.4,Não
9680-NIAUV,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Não,Cartao de credito,109.7,8129.3,Não
2146-EGVDT,Masculino,Não,Sim,Sim,59,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,19.3,1192.7,Não
2604-IJPDU,Feminino,Não,Sim,Não,20,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Boleto,96.55,1901.65,Não
9178-JHUVJ,Masculino,Não,Sim,Sim,24,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Transferencia,24.1,587.4,Não
6168-YBYNP,Masculino,Não,Não,Não,59,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,111.35,6519.75,Não
7255-SSFBC,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,112.25,8041.65,Não
3645-DEYGF,Masculino,Não,Não,Sim,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.75,20.75,Não
9323-HGFWY,Feminino,Não,Sim,Não,27,Sim,Não,Fibra optica,Sim,Não,Não,Sim,Sim,Sim,Anual,Sim,Cartao de credito,101.9,2681.15,Não
8544-GOQSH,Feminino,Não,Não,Não,14,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cartao de credito,80.05,1112.3,Não
3363-DTIVD,Masculino,Não,Sim,Sim,71,Sim,Sim,Fibra optica,Sim,Não,Sim,Não,Sim,Sim,Bianual,Não,Boleto,105.55,7405.5,Não
7018-WBJNK,Masculino,Não,Não,Sim,13,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartao de credito,78.3,1033.95,Não
9142-KZXOP,Masculino,Não,Não,Não,44,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartao de credito,68.85,2958.95,Não
7674-YTAFD,Feminino,Não,Não,Não,33,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Não,Não,Anual,Sim,Transferencia,79.95,2684.85,Não
6348-SNFUS,Masculino,Não,Sim,Sim,72,Não,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Sim,Cartao de credito,55.45,4179.2,Não
1285-OKIPP,Masculino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Boleto,79.9,79.9,Sim
7825-ECJRF,Feminino,Não,Não,Não,19,Sim,Não,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,106.6,1934.45,Sim
1347-KTTTA,Masculino,Não,Sim,Não,64,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartao de credito,102.45,6654.1,Não
7841-TZDMQ,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,46.0,84.5,Sim
4195-NZGTA,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,25.25,25.25,Não
7157-SMCFK,Masculino,Não,Não,Sim,61,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.75,1124.2,Não
4709-LKHYG,Feminino,Não,Sim,Sim,29,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Boleto,20.0,540.05,Não
2504-DSHIH,Masculino,Sim,Sim,Não,23,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Boleto,86.8,1975.85,Não
0699-NDKJM,Feminino,Não,Sim,Não,57,Não,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferencia,58.75,3437.45,Não
9286-BHDQG,Masculino,Não,Sim,Sim,72,Não,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,Não,Cartao de credito,45.25,3139.8,Não
0230-WEQUW,Masculino,Não,Sim,Não,66,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Sim,Transferencia,56.6,3789.2,Não
2040-LDIWQ,Masculino,Não,Sim,Sim,65,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,84.2,5324.5,Não
6496-JDSSB,Feminino,Não,Não,Não,8,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Transferencia,80.0,624.6,Não
9408-SSNVZ,Feminino,Não,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,70.15,268.35,Sim
4443-EMBNA,Feminino,Não,Sim,Não,71,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,24.75,1836.9,Não
6469-MRVET,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Boleto,20.2,20.2,Não
0742-MOABM,Masculino,Não,Sim,Não,4,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque,50.05,179.35,Sim
5961-VUSRV,Feminino,Não,Não,Não,12,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferencia,19.35,219.35,Não
6778-JFCMK,Masculino,Não,Não,Não,24,Não,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Anual,Sim,Cheque,50.6,1288.75,Não
6341-JVQGF,Feminino,Não,Sim,Sim,31,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque,81.15,2545.75,Não
2232-DMLXU,Feminino,Não,Sim,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque,55.2,55.2,Sim
4811-JBUVU,Masculino,Não,Não,Não,30,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Cartao de credito,89.9,2723.15,Não
0945-TSONX,Feminino,Não,Sim,Sim,47,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,85.3,4107.25,Não
2651-ZCBXV,Masculino,Não,Não,Não,54,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,108.0,5760.65,Não
3316-UWXUY,Masculino,Não,Não,Não,50,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cartao de credito,93.5,4747.5,Não
8937-RDTHP,Masculino,Não,Não,Não,1,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque,84.6,84.6,Sim
7083-MIOPC,Feminino,Não,Não,Não,72,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,20.25,1566.9,Não
1984-GPTEH,Feminino,Não,Não,Não,29,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,25.15,702.0,Não
1251-KRREG,Masculino,Não,Não,Não,2,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque,54.4,114.1,Sim
0621-JFHOL,Feminino,Não,Não,Não,10,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Bianual,Sim,Cheque,29.6,299.05,Não
9903-LYSAB,Masculino,Não,Sim,Não,18,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,73.15,1305.95,Não
0094-OIFMO,Feminino,Sim,Não,Não,11,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,95.0,1120.3,Sim
9227-UAQFT,Masculino,Não,Não,Não,16,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.75,284.35,Não
7301-ABVAD,Feminino,Não,Não,Não,72,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transferencia,86.6,6350.5,Não
6614-FHDBO,Masculino,Não,Não,Não,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transferencia,109.2,7878.3,Não
7576-ASEJU,Feminino,Não,Sim,Sim,41,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Anual,Sim,Cartao de credito,74.7,3187.65,Não
9058-HRZSV,Feminino,Sim,Sim,Não,65,Sim,Não,Fibra optica,Sim,Sim,Sim,Não,Não,Sim,Mensal,Não,Boleto,94.4,6126.15,Não
4522-AKYLR,Feminino,Sim,Não,Não,13,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Boleto,54.8,731.3,Não
0221-WMXNQ,Masculino,Sim,Não,Não,4,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto,75.35,273.4,Não
0303-UNCIP,Masculino,Não,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Não,Cheque,65.0,2531.8,Não
9947-OTFQU,Masculino,Sim,Não,Não,15,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,74.4,1074.3,Sim
0322-YINQP,Masculino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,48.55,48.55,Sim
0959-WHOKV,Masculino,Não,Não,Não,42,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Não,Sim,Anual,Sim,Boleto,99.0,4298.45,Não
4075-JFPGR,Feminino,Não,Sim,Não,51,Sim,Não,Fibra optica,Sim,Sim,Sim,Não,Sim,Não,Anual,Sim,Boleto,93.5,4619.55,Não
4629-NRXKX,Feminino,Não,Sim,Sim,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,70.4,147.15,Sim
9514-JDSKI,Masculino,Sim,Sim,Não,1,Não,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Boleto,40.2,40.2,Sim
3282-ZISZV,Masculino,Não,Não,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,83.7,2633.3,Não
3675-YDUPJ,Masculino,Não,Não,Não,10,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,19.85,193.05,Não
4111-BNXIF,Feminino,Não,Sim,Sim,67,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Boleto,59.55,4103.9,Não
7017-VFHAY,Feminino,Não,Sim,Sim,61,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,115.1,7008.15,Não
6655-LHBYW,Masculino,Não,Não,Não,50,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,114.35,5791.1,Não
4959-JOSRX,Feminino,Não,Sim,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,44.6,80.55,Sim
5046-NUHWD,Feminino,Sim,Sim,Não,29,Não,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto,45.0,1228.65,Não
7273-TEFQD,Masculino,Sim,Não,Não,3,Não,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto,41.15,132.2,Sim
3606-TWKGI,Masculino,Sim,Não,Não,13,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,106.9,1364.3,Sim
7529-ZDFXI,Masculino,Sim,Sim,Não,57,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Boleto,89.85,4925.35,Não
7605-BDWDC,Feminino,Não,Não,Não,31,Não,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Bianual,Sim,Transferencia,49.85,1520.1,Não
1950-KSVVJ,Feminino,Não,Sim,Não,45,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cheque,113.3,5032.25,Não
0123-CRBRT,Feminino,Não,Sim,Sim,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cheque,88.1,5526.75,Não
6292-TOSSS,Masculino,Não,Não,Não,50,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,24.9,1195.25,Não
3197-ARFOY,Feminino,Sim,Não,Não,19,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque,105.0,2007.25,Não
6323-AYBRX,Masculino,Não,Não,Não,59,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.35,1099.6,Sim
7014-ZZXAW,Feminino,Não,Sim,Não,71,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Cartao de credito,24.25,1732.95,Não
4385-GZQXV,Feminino,Sim,Não,Não,16,Sim,Não,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Boleto,94.45,1511.2,Sim
7633-MVPUY,Masculino,Não,Sim,Não,57,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bianual,Sim,Boleto,59.75,3450.15,Não
6366-ZGQGL,Masculino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,24.8,24.8,Sim
4716-HHKQH,Masculino,Sim,Sim,Não,20,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Boleto,107.05,2172.05,Não
5940-AHUHD,Masculino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,70.6,70.6,Sim
6432-TWQLB,Masculino,Não,Sim,Não,5,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Boleto,85.4,401.1,Sim
4484-GLZOU,Feminino,Não,Sim,Não,52,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,105.05,5624.85,Sim
3179-GBRWV,Masculino,Sim,Sim,Não,21,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferencia,64.95,1339.8,Não
8645-KWHJO,Masculino,Não,Não,Não,14,Não,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,55.0,771.95,Não
4130-MZLCC,Feminino,Não,Não,Não,5,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transferencia,50.55,244.75,Não
0314-TKOSI,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque,55.15,322.9,Não
8229-MYEJZ,Feminino,Não,Não,Não,10,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Boleto,51.2,498.25,Não
2080-SRCDE,Feminino,Não,Não,Sim,1,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,25.4,25.4,Não
9577-WJVCQ,Feminino,Não,Não,Não,68,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque,54.45,3687.75,Não
9512-UIBFX,Masculino,Não,Sim,Sim,18,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque,95.15,1779.95,Sim
6202-DYYFX,Feminino,Não,Não,Não,22,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartao de credito,76.0,1783.6,Não
3808-HFKDE,Feminino,Não,Não,Não,20,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,44.35,927.15,Não
5583-SXDAG,Masculino,Não,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,70.0,70.0,Sim
3488-PGMQJ,Masculino,Sim,Não,Não,8,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,74.5,606.55,Sim
3580-REOAC,Masculino,Não,Não,Não,10,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,44.85,435.4,Sim
7534-BFESC,Masculino,Sim,Não,Não,24,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,76.1,1712.7,Sim
3727-OWVYD,Masculino,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque,61.2,2021.2,Não
2294-SALNE,Masculino,Não,Sim,Sim,23,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Não,Não,Anual,Não,Cheque,86.8,1940.8,Não
4847-TAJYI,Feminino,Sim,Não,Não,6,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,89.35,567.8,Não
1563-IWQEX,Feminino,Não,Não,Não,12,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,19.7,220.35,Não
8203-XJZRC,Masculino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.25,20.25,Não
6556-DBKZF,Feminino,Não,Sim,Sim,71,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Não,Bianual,Não,Boleto,76.05,5436.45,Não
6851-WEFYX,Masculino,Sim,Sim,Não,35,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,100.8,3437.5,Não
2985-JUUBZ,Masculino,Não,Sim,Sim,40,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,74.55,3015.75,Não
6390-DSAZX,Feminino,Não,Não,Sim,1,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,73.6,73.6,Sim
0895-LMRSF,Masculino,Não,Não,Não,23,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Transferencia,64.9,1509.8,Não
8098-LLAZX,Feminino,Sim,Não,Não,4,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,95.45,396.1,Sim
8266-VBFQL,Masculino,Não,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Boleto,90.4,356.65,Não
8181-YHCMF,Feminino,Não,Sim,Sim,68,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,60.3,4109.0,Não
2240-HSJQD,Masculino,Não,Não,Sim,38,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque,81.85,3141.7,Não
1248-DYXUB,Masculino,Não,Sim,Sim,52,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,24.8,1229.1,Não
0265-EDXBD,Masculino,Sim,Sim,Não,32,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,74.9,2303.35,Sim
4115-BNPJY,Masculino,Não,Sim,Sim,29,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bianual,Não,Cheque,75.55,2054.4,Não
3167-SNQPL,Masculino,Sim,Sim,Sim,38,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Boleto,101.15,3741.85,Não
4091-TVOCN,Masculino,Não,Não,Sim,48,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartao de credito,78.75,3682.45,Não
1098-TDVUQ,Feminino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferencia,19.25,19.25,Não
7277-OZCGZ,Feminino,Não,Não,Não,22,Sim,Não,Fibra optica,Sim,Não,Não,Sim,Não,Sim,Mensal,Sim,Boleto,89.05,1886.25,Não
1557-EMYVT,Feminino,Não,Não,Não,43,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,115.05,4895.1,Não
2799-ARNLO,Feminino,Sim,Sim,Não,5,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.35,341.6,Não
7563-BIUPC,Masculino,Não,Não,Não,5,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,80.6,415.55,Sim
5027-YOCXN,Masculino,Não,Sim,Sim,51,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Anual,Não,Cartao de credito,110.05,5686.4,Não
3973-SKMLN,Masculino,Não,Não,Não,71,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Cartao de credito,19.9,1355.1,Não
2321-OMBXY,Feminino,Não,Sim,Sim,38,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Anual,Não,Cartao de credito,80.3,3058.65,Sim
2840-XANRC,Masculino,Sim,Sim,Não,24,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,93.15,2231.05,Sim
6745-JEFZB,Masculino,Não,Sim,Não,35,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartao de credito,91.5,3236.35,Não
5020-ZSTTY,Feminino,Sim,Não,Não,54,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Anual,Não,Transferencia,82.45,4350.1,Sim
9880-TDQAC,Feminino,Não,Sim,Sim,72,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Boleto,60.0,4264.0,Não
8705-WZCYL,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,44.8,44.8,Não
7102-JJVTX,Feminino,Não,Sim,Sim,9,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Não,Cheque,48.6,422.3,Não
